Module,Path,baseline,node22,node20,node18,bun,deno,workerd,wranglerV3,wranglerUnenv
*globals*,process.stdout._isStdio,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._maxListeners,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._onTimeout,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._parent,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._pendingData,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._pendingEncoding,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._read,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._readableState,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._reset,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._server,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._sockname,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._type,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._undestroy,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._unrefTimer,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._writableState,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._write,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._writeGeneric,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout._writev,supported,supported,supported,supported,mismatch,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.addListener,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.address,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.allowHalfOpen,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.asIndexedPairs,supported,unsupported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.bufferSize,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.bytesRead,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.bytesWritten,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.closed,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.compose,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.connect,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.connecting,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.cork,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.destroy,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.destroySoon,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.destroyed,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.domain,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.drop,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.emit,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.end,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.errored,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.eventNames,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.every,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.fd,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.filter,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.find,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.flatMap,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.forEach,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.getMaxListeners,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.isPaused,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.iterator,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.listenerCount,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.listeners,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.localAddress,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.localFamily,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.localPort,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.map,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.off,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.on,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.once,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.pause,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.pending,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.pipe,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.prependListener,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.prependOnceListener,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.push,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.rawListeners,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.read,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.readable,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.readableAborted,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.readableBuffer,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.readableDidRead,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.readableEncoding,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.readableEnded,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.readableFlowing,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.readableHighWaterMark,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.readableLength,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.readableObjectMode,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.readyState,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.reduce,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.ref,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.remoteAddress,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.remoteFamily,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.remotePort,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.removeAllListeners,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.removeListener,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.resetAndDestroy,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.resume,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.server,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.setDefaultEncoding,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.setEncoding,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.setKeepAlive,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.setMaxListeners,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.setNoDelay,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.setTimeout,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.some,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.take,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.toArray,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.uncork,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.unpipe,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.unref,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.unshift,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.wrap,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.writable,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.writableBuffer,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.writableCorked,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.writableEnded,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.writableFinished,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.writableHighWaterMark,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.writableLength,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.writableNeedDrain,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.writableObjectMode,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.stdout.write,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,stub
*globals*,process.title,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,supported
*globals*,process.umask,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,supported
*globals*,process.uptime,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,supported
*globals*,process.version,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,supported
*globals*,process.versions.*self*,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,supported
*globals*,process.versions.acorn,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.ada,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.amaro,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.ares,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,supported
*globals*,process.versions.base64,supported,unsupported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.brotli,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.cjs_module_lexer,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.cldr,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.icu,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,supported
*globals*,process.versions.llhttp,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.modules,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,supported
*globals*,process.versions.napi,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.nbytes,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.ncrypto,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.nghttp2,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.nghttp3,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.ngtcp2,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.node,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,supported
*globals*,process.versions.openssl,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,supported
*globals*,process.versions.simdjson,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.simdutf,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.sqlite,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.tz,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.undici,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.unicode,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.uv,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,supported
*globals*,process.versions.uvwasi,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
*globals*,process.versions.v8,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,supported
*globals*,process.versions.zlib,supported,supported,supported,supported,supported,unsupported,unsupported,unsupported,supported
*globals*,queueMicrotask,supported,supported,supported,supported,supported,supported,supported,supported,supported
*globals*,setImmediate,supported,supported,supported,supported,supported,unsupported,supported,unsupported,unsupported
*globals*,setInterval,supported,supported,supported,supported,supported,supported,supported,supported,supported
*globals*,setTimeout,supported,supported,supported,supported,supported,supported,supported,supported,supported
*globals*,structuredClone,supported,supported,supported,supported,supported,supported,supported,supported,supported
*globals*,undefined,supported,supported,supported,supported,supported,supported,supported,supported,supported
*globals*,unescape,supported,supported,supported,supported,supported,supported,supported,supported,supported
_http_agent,*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,mismatch,supported
_http_agent,default.*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,mismatch
_http_agent,default.Agent,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,mismatch
_http_agent,default.globalAgent._events,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent._eventsCount,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent._maxListeners,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.addListener,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.addRequest,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.createConnection,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.createSocket,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.defaultPort,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.destroy,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.emit,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.eventNames,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.freeSockets,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.getMaxListeners,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.getName,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.keepAlive,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.keepAliveMsecs,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.keepSocketAlive,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.listenerCount,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.listeners,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.maxFreeSockets,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.maxSockets,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.maxTotalSockets,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.off,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.on,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.once,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.options,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.prependListener,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.prependOnceListener,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.protocol,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.rawListeners,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.removeAllListeners,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.removeListener,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.removeSocket,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.requests,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.reuseSocket,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.scheduling,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.setMaxListeners,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.sockets,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,default.globalAgent.totalSocketCount,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_agent,Agent,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent._events.*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent._events.free,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent._events.newListener,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent._eventsCount,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent._maxListeners,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.addListener,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.addRequest,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.createConnection,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.createSocket,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.defaultPort,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.destroy,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.emit,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.eventNames,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.freeSockets.*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.getMaxListeners,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.getName,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.keepAlive,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.keepAliveMsecs,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.keepSocketAlive,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.listenerCount,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.listeners,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.maxFreeSockets,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.maxSockets,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.maxTotalSockets,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.off,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.on,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.once,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.options.*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.options.keepAlive,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.options.noDelay,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.options.path,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.options.scheduling,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.options.timeout,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.prependListener,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.prependOnceListener,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.protocol,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.rawListeners,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.removeAllListeners,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.removeListener,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.removeSocket,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.requests.*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.reuseSocket,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.scheduling,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.setMaxListeners,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.sockets.*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_agent,globalAgent.totalSocketCount,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_client,*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,mismatch,supported
_http_client,default.*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,mismatch
_http_client,default.ClientRequest,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_client,ClientRequest,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported
_http_common,*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,mismatch,supported
_http_common,default.*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,mismatch
_http_common,default.CRLF,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.HTTPParser,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default._checkInvalidHeaderChar,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default._checkIsHttpToken,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,mismatch
_http_common,default.chunkExpression.compile,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.dotAll,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.exec,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.flags,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.global,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.hasIndices,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.ignoreCase,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.lastIndex,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.multiline,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.source,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.sticky,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.test,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.unicode,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.chunkExpression.unicodeSets,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.continueExpression.*self*,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,mismatch
_http_common,default.continueExpression.compile,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.continueExpression.dotAll,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
_http_common,default.continueExpression.exec,supported,supported,supported,supported,unsupported,unsupported,unsupported,unsupported,stub
